"lambda","mean_mse","se_mse","aggregation","is_lambda_min","is_lambda_1se"
1510.92649809582,3.52255114102886,0.664461631577295,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1376.69995229291,3.5220789740046,0.664206905440146,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1254.39772287527,3.52156226202879,0.663928026900186,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1142.96048644003,3.52099696631467,0.663622780136588,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1041.42302695579,3.52037870461447,0.663288760225159,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
948.905875523177,3.51970273603696,0.66292336100398,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
864.607692835879,3.51896393891176,0.662523762027674,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
787.798328362994,3.51815678875556,0.662086915523226,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
717.812496134401,3.51727533670553,0.661609533585364,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
654.04401235196,3.51631318886261,0.661088075914254,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
595.940544915445,3.51526348707352,0.660518738475546,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
542.998829386123,3.51411889177347,0.65989744355455,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
494.760309950944,3.51287156761011,0.659219831784305,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
450.807167631456,3.51151317267021,0.658481256853611,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
410.758701335695,3.51003467640129,0.657676827258964,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
374.268030407451,3.50842683758529,0.656801147124018,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
341.019090111969,3.50667992971615,0.655848923809602,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
310.723894034418,3.50478344453077,0.654814319051913,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
283.120039679337,3.50272652950158,0.653691334717648,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
257.968435665752,3.50049789001548,0.652473770683554,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
235.051230832008,3.4980858320346,0.651155273074826,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
214.16992731323,3.49547831628256,0.649729397911044,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
195.143661247777,3.49266302433998,0.648189692894279,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
177.807636220992,3.48962743654955,0.64652980031826,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
162.011695877499,3.4863589209824,0.644743584268755,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
147.619023338686,3.48284483188716,0.642825285387369,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
134.504956160354,3.47907261502024,0.640769706435769,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
122.555906566261,3.47502991604567,0.638572431664055,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
111.668377605147,3.47070468681733,0.636230082480008,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
101.748066709651,3.4660852828639,0.633740611045094,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
92.7090488925884,3.46116054386625,0.63110363208529,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
84.4730325058164,3.45591984746402,0.628320791288003,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
76.968681115433,3.45035312550706,0.625396166048819,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
70.1309956197122,3.44445083106948,0.622336690935475,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
63.9007512579802,3.43820384439192,0.619152595988636,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
58.2239846340716,3.43160330664726,0.615857840880648,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
53.0515263112066,3.4246403722653,0.612470522106702,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
48.3385749298524,3.41730587368792,0.609013224033486,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
44.0443091597794,3.40958989696261,0.605513278212643,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
40.1315341252273,3.40148228558716,0.602003244438011,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
36.5663592406849,3.39296791225684,0.598519419128082,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
33.3179046668515,3.38403207690221,0.595103618562145,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
30.3580338442416,3.37465589658509,0.59180128068706,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
27.6611097877664,3.36483167274175,0.588654458349124,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
25.2037730314344,3.35451018075348,0.585722232268333,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
22.964739299831,3.34366253250282,0.583054435964643,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
20.9246151539077,3.33226953814514,0.580707056264372,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
19.0657300142905,3.32025957287142,0.578708507413705,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
17.3719831071747,3.30759519670122,0.577105295597978,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
15.828704007125,3.29422063048152,0.575927690322235,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
14.4225255688683,3.28007493303569,0.575195089042898,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
13.1412681474762,3.26509286629025,0.574913989626982,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
11.9738341041071,3.24920607237845,0.575076388788351,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
10.9101116835679,3.23234452685188,0.575658737896235,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
9.94088743112749,3.21443821173088,0.576621544525674,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
9.05776638997995,3.19541893461042,0.577909653803518,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
8.25309938814438,3.17522221290292,0.579453188469546,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
7.51991678499669,3.15378914972981,0.581169081572488,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
6.85186810357671,3.13129596552502,0.583121707740154,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
6.24316702579477,3.10724454214507,0.584893873696522,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
5.6885412741125,3.08182006263345,0.586523846558816,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
5.18318694559706,3.05500676143825,0.587901730448158,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
4.72272690281205,3.02680147025055,0.588916861905564,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
4.30317286114699,2.99721708243921,0.58946230620449,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
3.92089084420407,2.96628373248426,0.589437761123086,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
3.57256970803297,2.93404299556028,0.588754836214193,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
3.25519246158603,2.900598501395,0.587321282349517,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
2.96601013498509,2.8660002392015,0.585090127447027,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
2.70251796925949,2.83027086217191,0.582036013833115,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
2.46243372132211,2.79372434970667,0.578089222481919,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
2.24367789627157,2.75644302035192,0.573259777996082,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
2.04435573580221,2.71950602237685,0.568294441446056,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.86274080671405,2.68129600382785,0.56178605052508,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.69726004737436,2.64278736478089,0.554408910980724,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.54648014261033,2.6057060731153,0.547469060085459,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.4090951090187,2.56746688837535,0.538781382944011,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.28391498316234,2.52942768283877,0.529352995071386,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.16985551467617,2.49166260024176,0.519371435900257,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.06592877500924,2.45620150185755,0.510123924251596,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.971234600460228,2.42021217304589,0.499405106953897,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.884952795390068,2.38502591912723,0.4882779538872,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.806336028079721,2.35091368812214,0.476895424609775,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.734703357700335,2.31784165640147,0.465349997604496,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.669434336329541,2.28776779271627,0.455192100939548,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.609963634928368,2.25558607499895,0.442254646458938,"pooled_validation_sse_over_all_validation_observations",FALSE,TRUE
0.555776146731554,2.22823140777773,0.432221322973719,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.506402525639169,2.19848940834289,0.419325463007486,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.46141512096523,2.1720119041689,0.407877426532521,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.420424273332041,2.14704341943417,0.396897514719323,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.383074939627074,2.12455899801501,0.387050000854015,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.34904361778938,2.10243353118728,0.376723285210189,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.318035544789493,2.08172589177793,0.366609255385627,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.289782143533085,2.06243351116221,0.356931865576833,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.26403869657466,2.0450719013845,0.34815651824804,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.240582226492109,2.02833384347987,0.339328846224619,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.219209564562951,2.01299735574443,0.330916009315716,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.199735591014054,1.99863659416917,0.322987051387998,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.181991631602722,1.98552211901776,0.315529385540429,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.165823996641091,1.97372752520341,0.308752504876306,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.151092649809582,1.96296573179349,0.302331725997929,"pooled_validation_sse_over_all_validation_observations",TRUE,FALSE
