"lambda","mean_mse","se_mse","aggregation","is_lambda_min","is_lambda_1se"
1.51092649809582,3.41074246043175,0.67582084931397,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.37669995229291,3.14830494236321,0.630533586127588,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.25439772287527,2.85634384173352,0.554225666858742,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.14296048644003,2.61523291374418,0.489759128233698,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
1.04142302695579,2.41622495348133,0.435230539534057,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.948905875523177,2.2520679820076,0.389052449821385,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.864607692835879,2.11675048562548,0.34989997812272,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.787798328362994,2.00528998878153,0.316666349820083,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.717812496134401,1.91355759623623,0.288425908027665,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.65404401235196,1.83813239109515,0.264403382581898,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.595940544915445,1.77618061381951,0.243948403674177,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.542998829386123,1.72773765865123,0.22665530486056,"pooled_validation_sse_over_all_validation_observations",FALSE,TRUE
0.494760309950944,1.69488969093169,0.212326865257418,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.450807167631456,1.66988019291187,0.200252819441812,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.410758701335695,1.65117898972295,0.190124200463443,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.374268030407451,1.63753185068183,0.181676020707228,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.341019090111969,1.62791376566692,0.174677788836757,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.310723894034418,1.62246720915012,0.169677075494462,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.283120039679337,1.61631888961918,0.166853125123866,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.257968435665752,1.6078655014709,0.165468658677149,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.235051230832008,1.60223028002915,0.164856700865499,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.21416992731323,1.59885875032315,0.164698955882317,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.195143661247777,1.59704104872955,0.164918372543639,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.177807636220992,1.59919469216847,0.166033432785016,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.162011695877499,1.60563697586309,0.165924039360497,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.147619023338686,1.60959765940138,0.164374812097997,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.134504956160354,1.6053504992282,0.16284420059878,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.122555906566261,1.59106204022131,0.164948256061075,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.111668377605147,1.57522164816401,0.168078313009327,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.101748066709651,1.56423240863436,0.173040906715,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0927090488925883,1.55732651425999,0.18282770177393,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0844730325058164,1.55723210175366,0.191396963648041,"pooled_validation_sse_over_all_validation_observations",TRUE,FALSE
0.076968681115433,1.56257234247618,0.201491881520153,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0701309956197121,1.56884673514579,0.209964299181581,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0639007512579802,1.5720012632151,0.215402344398564,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0582239846340716,1.57768869499872,0.221998258556286,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0530515263112066,1.58110646924358,0.226364708888446,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0483385749298524,1.57903323302238,0.224255541994128,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0440443091597794,1.57895791652022,0.222143945972649,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0401315341252273,1.5820669761328,0.22195123550572,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0365663592406849,1.58809959096412,0.22277002176402,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0333179046668515,1.59799645125697,0.223228600921742,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0303580338442415,1.61091578434125,0.222894867863087,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0276611097877664,1.62372977713516,0.224171889605964,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0252037730314344,1.6346481849494,0.225451783502663,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.022964739299831,1.64532364573776,0.226825512368859,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0209246151539077,1.6585515797845,0.227327268147676,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0190657300142905,1.67313961754001,0.227823581392657,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0173719831071747,1.69150808667227,0.228321148318895,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.015828704007125,1.70990126648025,0.228270668488299,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0144225255688683,1.72675728902251,0.227499440068766,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
